,Station code,srcStateName,Minimum temperature for ground water in celsius,Maximum temperature for ground water in celsius,Minimum potential of Hydrogen value in water,Maximum potential of Hydrogen value in water,Minimum Conductivity Level,Maximum Conductivity Level,Minimum Biochemical oxygen demand,Maximum Biochemical oxygen demand,Minimum  of Nitrate N + Nitrite N required required for ground water,Maximum  of Nitrate N + Nitrite N required required for ground water,Minimum  of Faecal Coliforms required for ground water,Maximum   of Faecal Coliforms required for ground water,Minimum  of total coliform required for ground water,Maximum  of total coliform required for ground water,srcYear,YearCode
1002,1795.0,ANDHRA PRADESH,32.0,32.0,7.7,7.7,3180.0,3180.0,6.8,6.8,8.0,8.0,10.0,10.0,86.0,86.0,2014,2014
1003,1810.0,ANDHRA PRADESH,28.0,28.0,7.5,7.5,1462.0,1462.0,1.0,1.0,5.0,5.0,10.0,10.0,64.0,64.0,2014,2014
1004,1811.0,ANDHRA PRADESH,29.0,29.0,6.9,6.9,4010.0,4010.0,1.8,1.8,2.0,2.0,10.0,10.0,32.0,32.0,2014,2014
1005,3087.0,ANDHRA PRADESH,23.0,23.0,7.1,7.1,1976.0,1976.0,,,5.2,5.2,,,400.0,400.0,2014,2014
1006,3088.0,ANDHRA PRADESH,20.0,20.0,7.2,7.2,1700.0,1700.0,,,0.7,0.7,,,400.0,400.0,2014,2014
1007,3089.0,ANDHRA PRADESH,25.0,25.0,7.7,7.7,2951.0,2951.0,1.2,1.2,4.7,4.7,4.0,4.0,9.0,9.0,2014,2014
1008,3090.0,ANDHRA PRADESH,26.0,26.0,7.2,7.2,2311.0,2311.0,1.0,1.0,8.6,8.6,120.0,120.0,2400.0,2400.0,2014,2014
1009,3091.0,ANDHRA PRADESH,25.0,25.0,7.8,7.8,2608.0,2608.0,1.0,1.0,8.8,8.8,4.0,4.0,28.0,28.0,2014,2014
1010,3092.0,ANDHRA PRADESH,25.0,25.0,7.6,7.6,911.0,911.0,1.0,1.0,3.5,3.5,9.0,9.0,120.0,120.0,2014,2014
1011,3515.0,DELHI,,,6.5,6.5,1261.0,1261.0,,,,,270.0,270.0,18.0,18.0,2019,2019
1012,3093.0,ANDHRA PRADESH,25.0,25.0,7.9,7.9,2096.0,2096.0,1.0,1.0,6.3,6.3,4.0,4.0,11.0,11.0,2014,2014
1013,3094.0,ANDHRA PRADESH,0.0,0.0,7.6,7.6,896.0,896.0,16.0,16.0,,,,,,,2014,2014
1014,1791.0,ANDHRA PRADESH,0.0,0.0,7.9,7.9,1184.0,1184.0,34.0,34.0,,,,,,,2014,2014
1015,1792.0,ANDHRA PRADESH,0.0,0.0,8.1,8.1,1312.0,1312.0,56.0,56.0,,,,,,,2014,2014
1016,1793.0,ANDHRA PRADESH,0.0,0.0,8.1,8.1,1784.0,1784.0,21.0,21.0,,,,,,,2014,2014
1017,1794.0,ANDHRA PRADESH,0.0,0.0,8.0,8.0,1099.0,1099.0,24.0,24.0,,,,,,,2014,2014
1018,16.0,ANDHRA PRADESH,0.0,0.0,7.6,7.6,1577.0,1577.0,12.0,12.0,,,,,,,2014,2014
1019,26.0,ANDHRA PRADESH,22.0,22.0,7.3,7.3,1738.0,1738.0,,,0.95,0.95,,,400.0,400.0,2014,2014
1020,27.0,ANDHRA PRADESH,30.0,30.0,7.9,7.9,497.0,497.0,1.0,1.0,3.0,3.0,10.0,10.0,24.0,24.0,2014,2014
1021,1533.0,Assam,23.0,24.0,6.4,6.6,734.0,762.0,0.7,2.0,5.4,8.6,,36.0,,24000.0,2014,2014
1022,1534.0,Assam,23.0,24.0,6.2,6.5,205.0,470.0,0.7,1.5,0.2,1.2,,150.0,,11000.0,2014,2014
1023,1535.0,Assam,24.0,25.0,6.4,7.5,302.0,364.0,0.9,1.8,0.3,0.7,,,91.0,91.0,2014,2014
1024,1536.0,Assam,20.0,25.0,5.5,5.8,696.0,885.0,1.3,2.4,0.1,0.4,,,,91.0,2014,2014
1025,1537.0,Assam,24.0,25.0,6.6,7.4,440.0,579.0,1.1,3.3,2.4,3.8,36.0,72.0,2100.0,4600.0,2014,2014
1026,1538.0,Assam,20.0,24.0,4.7,5.4,100.0,149.0,0.3,1.0,2.5,4.8,,36.0,,4600.0,2014,2014
1027,1539.0,Assam,24.0,31.0,6.2,7.4,154.0,1043.0,1.0,2.9,0.5,2.5,,,,,2014,2014
1028,1540.0,Assam,23.0,32.0,5.3,6.4,146.0,746.0,0.9,1.3,0.1,0.4,,,,,2014,2014
1029,1541.0,Assam,22.0,24.0,6.3,6.4,734.0,1362.0,1.0,3.8,7.4,12.2,,240.0,230.0,24000.0,2014,2014
1030,1542.0,Assam,24.0,26.0,6.5,7.3,440.0,991.0,0.6,2.4,0.6,1.1,,36.0,,91.0,2014,2014
1031,2243.0,Assam,23.0,23.0,5.7,5.7,436.0,745.0,0.7,0.9,6.7,9.8,,,,,2014,2014
1032,2244.0,Assam,21.0,25.0,6.3,6.9,520.0,604.0,0.8,1.4,3.3,3.8,,9300.0,36.0,9301.0,2014,2014
1033,2245.0,Assam,25.0,28.0,5.4,5.9,95.0,400.0,0.9,1.1,1.0,4.0,30.0,430.0,431.0,1500.0,2014,2014
1034,2246.0,Assam,20.0,22.0,6.2,6.9,470.0,617.0,0.7,0.9,,0.2,,,,,2014,2014
1035,2247.0,Assam,20.0,22.0,6.1,6.2,591.0,706.0,0.2,0.7,0.3,6.3,,,,36.0,2014,2014
1036,2248.0,Assam,26.0,26.0,6.0,7.1,810.0,823.0,1.2,3.2,1.4,9.8,,,30.0,360.0,2014,2014
1037,2249.0,Assam,26.0,28.0,5.8,6.4,142.0,247.0,1.0,1.1,0.8,1.7,,,,36.0,2014,2014
1038,2250.0,Assam,28.0,29.0,6.5,6.6,371.0,578.0,0.4,0.7,1.0,2.1,,,,,2014,2014
1039,2251.0,Assam,25.0,29.0,5.7,7.2,995.0,1648.0,0.5,4.2,5.9,8.6,,73.0,,11000.0,2014,2014
1040,2252.0,Assam,24.0,24.0,6.4,6.4,417.0,417.0,1.3,1.3,0.1,0.1,,,,,2014,2014
1041,2253.0,Assam,25.0,26.0,6.6,7.1,456.0,745.0,1.1,1.1,4.4,6.5,,,,,2014,2014
1042,2254.0,Assam,25.1,32.0,6.8,7.0,870.0,1205.0,0.1,0.5,0.2,0.2,,930.0,,110000.0,2014,2014
1043,2255.0,Assam,26.5,32.0,6.4,7.4,600.0,893.0,0.6,1.0,4.9,7.3,,,,4600.0,2014,2014
1044,2256.0,Assam,25.0,32.0,6.4,6.5,136.0,893.0,0.6,0.6,3.0,4.9,,91.0,360.0,930.0,2014,2014
1045,2257.0,Assam,24.2,34.0,7.2,7.2,729.0,1036.0,0.5,1.2,0.1,0.5,,2300.0,91.0,2301.0,2014,2014
1046,2258.0,Assam,27.0,33.0,6.5,6.6,465.0,613.0,0.4,1.1,2.8,3.1,,,230.0,2300.0,2014,2014
1047,2259.0,Assam,28.0,29.0,7.2,7.5,1126.0,1904.0,0.7,2.8,1.2,1.9,,,,,2014,2014
1048,2261.0,Assam,12.0,20.0,7.1,7.1,464.0,668.0,0.4,3.9,0.2,0.2,,,,150.0,2014,2014
1049,2262.0,Assam,12.0,12.0,6.5,6.5,330.0,330.0,0.9,0.9,4.7,4.7,,,430.0,430.0,2014,2014
1050,2263.0,Assam,13.0,20.0,6.2,6.9,309.0,417.0,0.4,0.5,0.5,1.6,,,,,2014,2014
1051,2264.0,Assam,14.0,21.0,6.4,6.5,134.0,1190.0,3.1,4.1,0.6,4.0,,910.0,280.0,29000.0,2014,2014
1052,1825.0,Bihar,22.0,22.0,7.1,7.1,1140.0,1140.0,,,,,11.0,11.0,22.0,22.0,2014,2014
1053,1826.0,Bihar,25.0,25.0,7.7,7.7,609.0,609.0,,,,,7.0,7.0,17.0,17.0,2014,2014
1054,1827.0,Bihar,21.0,21.0,7.5,7.5,651.0,651.0,,,,,,,,,2014,2014
1055,1828.0,Bihar,21.0,21.0,7.4,7.4,635.0,635.0,,,,,,,,,2014,2014
1056,1829.0,Bihar,21.0,21.0,7.5,7.5,637.0,637.0,,,,,,,,,2014,2014
1057,1830.0,Bihar,22.0,22.0,7.1,7.1,1190.0,1190.0,,,,,,,,,2014,2014
1058,1831.0,Bihar,22.0,22.0,7.3,7.3,845.0,845.0,,,,,,,,,2014,2014
1059,1832.0,Bihar,24.0,24.0,7.4,7.4,,,,,,,6.0,6.0,14.0,14.0,2014,2014
1060,1833.0,Bihar,24.0,24.0,7.5,7.5,,,,,,,4.0,4.0,7.0,7.0,2014,2014
1061,1834.0,Bihar,26.0,26.0,7.4,7.4,,,,,,,4.0,4.0,8.0,8.0,2014,2014
1062,1835.0,Bihar,24.0,24.0,7.4,7.4,,,,,,,6.0,6.0,12.0,12.0,2014,2014
1063,1836.0,Bihar,26.0,26.0,7.4,7.4,,,,,,,6.0,6.0,20.0,20.0,2014,2014
1064,1837.0,Bihar,26.0,26.0,7.3,7.3,,,,,,,7.0,7.0,21.0,21.0,2014,2014
1065,1838.0,Bihar,26.0,26.0,7.3,7.3,,,,,,,2.0,2.0,4.0,4.0,2014,2014
1066,1839.0,Bihar,25.0,25.0,7.4,7.4,,,,,,,4.0,4.0,9.0,9.0,2014,2014
1067,1840.0,Bihar,27.0,27.0,7.5,7.5,768.0,768.0,,,,,11.0,11.0,27.0,27.0,2014,2014
1068,2578.0,Bihar,25.0,25.0,7.7,7.7,546.0,546.0,,,,,8.0,8.0,13.0,13.0,2014,2014
1069,2579.0,Bihar,26.0,26.0,7.7,7.7,542.0,542.0,,,,,8.0,8.0,17.0,17.0,2014,2014
1070,2581.0,Bihar,27.0,27.0,7.2,7.2,896.0,896.0,,,,,6.0,6.0,14.0,14.0,2014,2014
1071,2582.0,Bihar,22.0,22.0,7.8,7.8,886.0,886.0,,,,,6.0,6.0,17.0,17.0,2014,2014
1072,2583.0,Bihar,24.0,24.0,7.6,7.6,610.0,610.0,,,,,4.0,4.0,11.0,11.0,2014,2014
1073,2584.0,Bihar,25.0,25.0,7.6,7.6,612.0,612.0,,,,,6.0,6.0,9.0,9.0,2014,2014
1074,2587.0,Bihar,26.0,26.0,7.5,7.5,,,,,,,7.0,7.0,21.0,21.0,2014,2014
1075,2589.0,Bihar,24.0,24.0,7.3,7.3,,,,,,,4.0,4.0,11.0,11.0,2014,2014
1076,2594.0,Bihar,22.0,22.0,7.4,7.4,,,,,,,7.0,7.0,14.0,14.0,2014,2014
1077,2595.0,Bihar,23.0,23.0,7.3,7.3,,,,,,,2.0,2.0,4.0,4.0,2014,2014
1078,2596.0,Bihar,28.0,28.0,8.0,8.0,411.0,411.0,,,,,7.0,7.0,17.0,17.0,2014,2014
1079,2597.0,Bihar,25.0,25.0,7.7,7.7,522.0,522.0,,,,,,,,,2014,2014
1080,2600.0,Bihar,24.0,24.0,7.5,7.5,486.0,486.0,,,,,4.0,4.0,7.0,7.0,2014,2014
1081,3138.0,Bihar,26.0,26.0,7.8,7.8,585.0,585.0,,,,,,,,,2014,2014
1082,3140.0,Bihar,25.0,25.0,7.3,7.3,630.0,630.0,,,,,2.0,2.0,4.0,4.0,2014,2014
1083,3146.0,Bihar,27.0,27.0,7.8,7.8,496.0,496.0,,,,,,,,,2014,2014
1084,3148.0,Bihar,24.0,24.0,7.4,7.4,,,,,,,7.0,7.0,16.0,16.0,2014,2014
1085,3150.0,Bihar,24.0,24.0,7.8,7.8,432.0,432.0,,,,,9.0,9.0,14.0,14.0,2014,2014
1086,3152.0,Bihar,24.0,24.0,7.5,7.5,392.0,392.0,,,,,8.0,8.0,23.0,23.0,2014,2014
1087,3156.0,Bihar,23.0,23.0,7.2,7.2,1810.0,1810.0,,,,,2.0,2.0,6.0,6.0,2014,2014
1088,3159.0,Bihar,26.0,26.0,7.6,7.6,576.0,576.0,,,,,7.0,7.0,14.0,14.0,2014,2014
1089,3160.0,Bihar,27.0,27.0,7.2,7.2,806.0,806.0,,,,,18.0,18.0,17.0,17.0,2014,2014
1090,3161.0,Bihar,26.0,26.0,7.3,7.3,,,,,,,9.0,9.0,27.0,27.0,2014,2014
1091,3162.0,Bihar,26.0,26.0,7.5,7.5,516.0,516.0,,,,,4.0,4.0,9.0,9.0,2014,2014
1092,1620.0,Chhattisgarh,23.4,28.4,7.4,7.9,496.0,692.0,0.2,0.6,,,,,2.0,2.0,2014,2014
1093,1621.0,Chhattisgarh,23.7,29.0,7.3,7.7,518.0,584.0,0.4,0.8,,,,,4.0,8.0,2014,2014
1094,1622.0,Chhattisgarh,30.0,30.0,7.5,7.5,604.0,604.0,,,0.3,0.3,,,10.0,10.0,2014,2014
1095,1623.0,Chhattisgarh,30.0,30.0,7.5,7.5,1599.0,1599.0,,,0.8,0.8,,,12.0,12.0,2014,2014
1096,3169.0,CHHATTISGARH,25.3,27.1,7.1,7.2,66.0,66.0,1.0,2.6,0.7,1.1,,,30.0,60.0,2014,2014
1097,3170.0,CHHATTISGARH,25.4,27.2,7.2,7.3,68.0,68.0,0.4,1.0,0.4,0.9,,,10.0,27.0,2014,2014
1098,3171.0,Chhattisgarh,,,7.4,7.4,,,1.2,1.8,0.2,0.4,,,9.0,9.0,2014,2014
1099,3172.0,Chhattisgarh,26.4,26.8,6.8,6.9,,,0.4,0.6,0.6,0.8,,,2.0,2.0,2014,2014
1100,3173.0,Chhattisgarh,26.6,26.9,7.1,7.2,,,0.4,4.0,0.4,0.6,,,,,2014,2014
1101,3174.0,Chhattisgarh,26.3,26.9,7.2,7.2,,,0.6,2.0,0.4,1.1,,,2.0,70.0,2014,2014
1102,2453.0,DADRA & NAGAR HAVELI,31.0,31.0,6.7,6.7,621.0,621.0,,,0.3,0.3,,,,,2014,2014
1103,2454.0,DADRA & NAGAR HAVELI,32.0,32.0,6.9,6.9,660.0,660.0,,,0.3,0.3,,,,,2014,2014
1104,2455.0,DADRA & NAGAR HAVELI,31.0,31.0,7.0,7.0,1594.0,1594.0,,,1.7,1.7,,,,,2014,2014
1105,2456.0,DADRA & NAGAR HAVELI,32.0,32.0,6.9,6.9,1600.0,1600.0,,,4.5,4.5,,,,,2014,2014
1106,2457.0,DADRA & NAGAR HAVELI,31.0,31.0,7.0,7.0,1060.0,1060.0,,,2.2,2.2,,,10.0,10.0,2014,2014
1107,2458.0,DADRA & NAGAR HAVELI,31.0,31.0,7.2,7.2,3000.0,3000.0,11.0,11.0,0.3,0.3,,,,,2014,2014
1108,1440.0,DAMAN & DIU,29.0,32.0,6.9,7.4,830.0,1475.0,,,0.1,6.4,2.0,2.0,16.0,16.0,2014,2014
1109,2448.0,DAMAN & DIU,31.0,32.0,6.6,7.1,828.0,13000.0,,,0.4,7.4,1.0,1.0,6.0,6.0,2014,2014
1110,2449.0,DAMAN & DIU,31.0,31.0,6.9,6.9,2358.0,2358.0,8.0,8.0,6.8,6.8,5.0,5.0,26.0,26.0,2014,2014
1111,2450.0,DAMAN & DIU,31.0,31.0,6.8,6.8,680.0,680.0,,,2.1,2.1,,,20.0,20.0,2014,2014
1112,2451.0,DAMAN & DIU,32.0,32.0,6.6,6.6,1438.0,1438.0,,,2.6,2.6,5.0,5.0,18.0,18.0,2014,2014
1113,2452.0,DAMAN & DIU,32.0,32.0,7.0,7.0,1580.0,1580.0,7.0,7.0,9.4,9.4,10.0,10.0,34.0,34.0,2014,2014
1114,2277.0,Goa,31.8,32.0,6.9,7.0,250.0,1486.0,0.6,0.8,,1.3,5.0,5.0,11.0,11.0,2014,2014
1115,2278.0,Goa,29.0,31.6,6.2,7.3,94.0,1439.0,0.6,0.7,0.1,1.1,17.0,17.0,33.0,33.0,2014,2014
1116,2279.0,Goa,30.0,30.0,6.8,6.8,1542.0,1542.0,1.5,1.5,0.1,0.1,,,,,2014,2014
1117,2280.0,Goa,29.7,31.0,6.1,6.6,208.0,1479.0,0.1,1.6,1.1,3.5,,,,,2014,2014
1118,2281.0,Goa,28.5,30.0,5.4,6.1,45.0,1420.0,0.2,1.1,0.1,0.3,23.0,49.0,79.0,170.0,2014,2014
1119,2282.0,Goa,31.0,31.6,5.9,7.0,155.0,1497.0,0.2,0.3,0.3,1.2,23.0,23.0,79.0,79.0,2014,2014
1120,3193.0,Goa,29.2,32.2,7.0,7.0,14.0,328.0,0.1,3.0,,0.2,2.0,13.0,13.0,33.0,2014,2014
1121,3194.0,Goa,30.0,31.0,5.5,6.9,83.0,1429.0,0.7,1.6,0.9,1.4,8.0,8.0,17.0,17.0,2014,2014
1122,3195.0,Goa,31.5,31.6,6.7,7.9,253.0,1404.0,0.9,1.5,0.1,1.5,240.0,240.0,540.0,540.0,2014,2014
1123,1555.0,HIMACHAL PRADESH,24.0,25.0,6.7,8.3,462.0,501.0,0.8,0.8,0.5,0.5,1.0,4.0,4.0,7.0,2014,2014
1124,1556.0,HIMACHAL PRADESH,22.0,23.0,6.9,8.0,436.0,564.0,0.4,0.8,0.6,0.7,1.0,5.0,4.0,8.0,2014,2014
1125,1558.0,HIMACHAL PRADESH,,,6.8,7.3,320.0,798.0,0.1,0.1,0.4,1.9,,,,,2014,2014
1126,1559.0,HIMACHAL PRADESH,,,6.9,7.0,311.0,405.0,0.1,0.1,2.5,2.9,,,,,2014,2014
1127,1560.0,HIMACHAL PRADESH,,,6.9,7.4,476.0,881.0,0.1,0.1,1.0,2.4,,,,,2014,2014
1128,1562.0,HIMACHAL PRADESH,12.0,22.0,7.6,7.6,673.0,698.0,0.4,0.8,2.2,3.1,,,,,2014,2014
1129,1872.0,HIMACHAL PRADESH,7.0,20.0,5.9,7.9,268.0,632.0,0.8,35.0,,10.1,8.0,40.0,28.0,168.0,2014,2014
1130,1873.0,HIMACHAL PRADESH,16.0,16.0,6.5,7.7,324.0,410.0,0.2,0.3,3.0,4.6,,,,,2014,2014
1131,1874.0,HIMACHAL PRADESH,14.5,22.0,6.9,7.9,215.0,572.0,0.1,2.4,,10.6,6.0,40.0,8.0,84.0,2014,2014
1132,1875.0,HIMACHAL PRADESH,13.0,18.0,8.1,8.5,244.0,592.0,0.5,16.0,0.1,0.9,26.0,94.0,180.0,280.0,2014,2014
1133,1877.0,HIMACHAL PRADESH,,,6.8,7.0,317.0,808.0,0.1,0.2,2.3,4.2,,,,,2014,2014
1134,1878.0,HIMACHAL PRADESH,,,7.3,7.4,309.0,400.0,0.1,0.1,3.3,3.3,,,,,2014,2014
1135,1879.0,HIMACHAL PRADESH,,,6.6,6.8,479.0,885.0,0.1,2.0,1.9,1.9,,,,,2014,2014
1136,1880.0,HIMACHAL PRADESH,24.0,25.0,7.2,8.2,574.0,606.0,0.7,8.0,0.6,0.6,1.0,3.0,5.0,5.0,2014,2014
1137,1881.0,HIMACHAL PRADESH,23.0,24.0,6.9,7.9,365.0,537.0,0.7,0.8,0.8,0.8,1.0,1.0,2.0,5.0,2014,2014
1138,1882.0,HIMACHAL PRADESH,13.0,22.0,7.6,7.7,828.0,899.0,0.1,0.4,3.6,5.1,,,,,2014,2014
1139,1883.0,HIMACHAL PRADESH,13.0,23.0,7.6,8.0,719.0,735.0,0.1,0.1,1.3,2.2,,,,,2014,2014
1140,2628.0,HIMACHAL PRADESH,13.5,19.0,7.7,8.6,132.0,740.0,0.1,0.1,,1.2,,,,,2014,2014
1141,2629.0,HIMACHAL PRADESH,18.0,20.0,7.7,8.9,484.0,549.0,0.1,0.1,,0.2,,,,,2014,2014
1142,2630.0,HIMACHAL PRADESH,13.0,21.0,7.4,7.9,867.0,1130.0,0.1,1.0,0.5,5.1,,,,,2014,2014
1143,2631.0,HIMACHAL PRADESH,14.0,20.0,7.2,7.7,754.0,794.0,0.4,0.8,0.2,3.5,,,,,2014,2014
1144,2632.0,HIMACHAL PRADESH,15.0,20.0,6.9,8.4,729.0,869.0,0.1,0.1,,8.8,,,,,2014,2014
1145,2633.0,HIMACHAL PRADESH,,,6.7,8.2,121.0,1010.0,0.1,0.1,,0.3,,,,,2014,2014
1146,2634.0,HIMACHAL PRADESH,7.0,8.0,7.6,7.9,200.0,334.0,0.1,0.1,0.1,1.1,,,,,2014,2014
1147,2635.0,HIMACHAL PRADESH,,,8.2,8.9,221.0,455.0,0.1,0.1,0.1,0.5,,,,,2014,2014
1148,2636.0,HIMACHAL PRADESH,17.0,19.0,7.4,7.5,368.0,586.0,0.2,1.0,0.2,1.1,,,,,2014,2014
1149,2637.0,HIMACHAL PRADESH,15.0,20.0,7.4,7.5,1070.0,1590.0,0.6,2.8,0.2,5.8,,,,,2014,2014
1150,2638.0,HIMACHAL PRADESH,20.0,22.0,7.5,8.0,640.0,689.0,0.2,0.3,1.2,2.9,,,,,2014,2014
1151,2639.0,HIMACHAL PRADESH,15.0,20.0,7.8,8.3,96.0,437.0,0.2,0.3,1.3,2.0,,,,,2014,2014
1152,2640.0,HIMACHAL PRADESH,20.0,21.0,7.6,7.7,361.0,388.0,0.2,0.6,1.1,1.6,,,,,2014,2014
1153,2641.0,HIMACHAL PRADESH,18.0,22.0,7.2,7.9,674.0,761.0,0.3,0.6,0.2,0.7,,,,,2014,2014
1154,2642.0,HIMACHAL PRADESH,19.0,23.0,7.4,8.0,161.0,237.0,0.6,1.6,0.2,1.9,,,,,2014,2014
1155,2643.0,HIMACHAL PRADESH,20.0,20.0,7.1,7.4,266.0,392.0,0.1,0.2,,0.3,,,2.0,2.0,2014,2014
1156,2644.0,HIMACHAL PRADESH,,,8.7,8.7,1105.0,1105.0,0.1,0.1,0.1,0.1,,,,,2014,2014
1157,2645.0,HIMACHAL PRADESH,21.0,24.5,6.7,7.9,600.0,648.0,0.8,0.9,0.8,0.8,1.0,3.0,5.0,8.0,2014,2014
1158,2646.0,HIMACHAL PRADESH,21.0,24.0,6.9,8.3,436.0,1250.0,0.7,0.8,0.6,0.8,1.0,2.0,5.0,5.0,2014,2014
1159,2647.0,HIMACHAL PRADESH,13.0,24.0,7.4,8.2,440.0,686.0,0.3,0.6,0.5,1.2,,,,,2014,2014
1160,2648.0,HIMACHAL PRADESH,14.5,14.5,8.1,8.1,281.0,281.0,,,,,,,,,2014,2014
1161,19.0,Kerala,27.4,27.5,5.2,7.2,137.0,180.0,0.8,1.2,1.96,3.31,79.0,220.0,110.0,630.0,2014,2014
1162,22.0,Kerala,24.0,26.0,5.7,7.7,103.0,125.0,0.2,0.6,0.42,1.3,17.0,350.0,22.0,430.0,2014,2014
1163,35.0,Kerala,24.0,24.0,4.8,7.2,170.0,220.0,0.6,0.6,0.81,0.84,43.0,280.0,110.0,430.0,2014,2014
1164,1581.0,Kerala,25.0,26.5,6.0,6.8,296.0,412.0,1.0,1.6,,2.3,79.0,110.0,220.0,350.0,2014,2014
1165,1582.0,Kerala,25.0,26.5,7.0,7.4,150.0,170.0,1.0,7.0,1.2,4.2,43.0,94.0,180.0,240.0,2014,2014
1166,1583.0,Kerala,23.0,23.0,4.6,4.8,150.0,168.0,0.5,0.5,0.3,1.2,,2.0,17.0,49.0,2014,2014
1167,1584.0,Kerala,28.0,28.5,7.6,7.7,143.0,211.0,0.3,1.2,,0.1,110.0,210.0,210.0,280.0,2014,2014
1168,1585.0,Kerala,28.2,29.0,7.7,7.7,230.0,580.0,1.2,4.9,0.7,9.7,11.0,140.0,210.0,700.0,2014,2014
1169,1586.0,Kerala,27.0,28.5,4.5,6.8,130.0,526.0,0.8,1.2,1.5,9.9,2.0,11.0,7.0,21.0,2014,2014
1170,1587.0,Kerala,28.0,28.0,6.6,7.2,245.0,250.0,0.8,1.0,7.8,8.5,11.0,220.0,21.0,700.0,2014,2014
1171,1588.0,KERALA,28.0,30.0,7.2,7.9,260.0,280.0,0.8,1.2,0.2,2.9,140.0,180.0,540.0,630.0,2014,2014
1172,2926.0,PUNJAB,,,7.1,7.1,1083.0,1083.0,,,3.8,3.8,,,,,2014,2014
1173,1589.0,Kerala,29.0,29.5,6.7,6.9,280.0,290.0,0.4,0.8,0.4,1.0,,4.0,11.0,21.0,2014,2014
1174,1590.0,Kerala,25.0,27.0,6.3,7.0,95.0,106.0,0.2,0.9,1.3,1.9,11.0,350.0,17.0,790.0,2014,2014
1175,1591.0,Kerala,29.0,29.0,4.8,6.1,98.0,100.0,0.7,1.2,2.9,3.7,,4.0,11.0,21.0,2014,2014
1176,1592.0,Kerala,28.0,28.0,6.2,7.0,130.0,198.0,0.4,2.0,0.5,4.1,,2.0,9.0,26.0,2014,2014
1177,2308.0,Kerala,27.5,29.0,5.7,7.3,156.0,405.0,0.3,0.5,4.1,7.0,490.0,1100.0,790.0,2600.0,2014,2014
1178,2309.0,Kerala,27.0,29.0,4.9,6.5,88.0,98.0,0.6,0.7,2.4,3.4,490.0,790.0,1100.0,1400.0,2014,2014
1179,2310.0,Kerala,27.0,28.0,5.9,6.5,147.0,166.0,0.5,0.5,2.3,3.2,210.0,1100.0,430.0,2800.0,2014,2014
1180,2311.0,Kerala,26.5,28.0,5.5,6.9,95.0,179.0,0.4,0.4,1.6,11.9,49.0,630.0,110.0,1100.0,2014,2014
1181,2313.0,Kerala,28.0,28.0,7.7,7.8,243.0,254.0,0.7,1.5,,0.1,210.0,430.0,310.0,700.0,2014,2014
1182,2314.0,Kerala,24.0,24.0,5.5,7.2,180.0,230.0,1.2,1.2,2.4,2.5,110.0,210.0,430.0,490.0,2014,2014
1183,2315.0,Kerala,24.0,24.0,7.4,8.3,450.0,525.0,1.8,2.0,0.9,2.5,11.0,210.0,43.0,490.0,2014,2014
1184,2316.0,Kerala,27.0,28.0,4.5,5.8,45.0,81.0,0.8,1.2,1.1,1.2,9.0,21.0,110.0,220.0,2014,2014
1185,2317.0,Kerala,27.0,28.0,6.0,6.0,222.0,404.0,0.9,1.0,4.0,7.0,,4.0,9.0,21.0,2014,2014
1186,2320.0,Kerala,28.5,29.5,6.3,6.8,234.0,240.0,0.3,0.7,0.8,3.4,,22.0,,110.0,2014,2014
1187,2321.0,Kerala,29.0,31.0,6.2,7.2,260.0,300.0,1.0,2.8,3.0,5.2,79.0,260.0,490.0,790.0,2014,2014
1188,2322.0,Kerala,29.0,30.0,5.1,5.3,186.0,230.0,1.3,105.0,1.5,3.0,79.0,230.0,220.0,790.0,2014,2014
1189,2323.0,Kerala,27.0,28.1,4.7,6.8,251.0,347.0,0.8,1.0,3.1,7.9,79.0,1400.0,430.0,1700.0,2014,2014
1190,2324.0,Kerala,27.3,28.3,7.0,7.0,83.0,230.0,0.8,3.0,0.4,0.5,2.0,11.0,5.0,21.0,2014,2014
1191,2327.0,Kerala,29.0,31.0,6.9,7.1,696.0,1074.0,0.3,1.2,1.1,2.6,140.0,350.0,240.0,540.0,2014,2014
1192,3463.0,Kerala,26.0,29.0,5.2,7.1,104.0,105.0,0.2,0.9,1.8,3.6,9.0,350.0,21.0,790.0,2014,2014
1193,3472.0,Kerala,28.0,30.0,7.4,7.8,637.0,1025.0,0.6,1.2,1.5,2.0,,7.0,,13.0,2014,2014
1194,3474.0,Kerala,28.5,28.5,7.0,7.7,156.0,216.0,0.9,1.8,2.0,2.5,2.0,5.0,11.0,21.0,2014,2014
1195,3475.0,Kerala,27.0,27.0,5.8,6.5,109.0,110.0,1.0,1.0,1.7,2.3,,,,9.0,2014,2014
1196,1593.0,Lakshadweep,27.7,32.8,6.7,7.9,816.0,1248.0,,,,,4000.0,4000.0,4000.0,100000.0,2014,2014
1197,1594.0,Lakshadweep,27.5,32.6,6.8,7.6,1178.0,2240.0,,,,,1000.0,2000.0,1000.0,25000.0,2014,2014
1198,1595.0,Lakshadweep,27.4,32.5,6.5,7.6,590.0,1004.0,,,,,2000.0,114000.0,10000.0,128000.0,2014,2014
1199,1596.0,Lakshadweep,27.0,32.5,6.9,658.0,458.0,1264.0,,,,,227.0,3000.0,9000.0,74000.0,2014,2014
1200,,LAKSHADWEEP,27.8,31.6,6.7,8.1,585.0,694.0,,,,,465.0,14000.0,300.0,294000.0,2014,2014
